15430	200	2	Fall	2002	B-
15070	200	2	Fall	2002	B
13290	192	1	Fall	2002	B+
11510	192	1	Fall	2002	A
19450	169	1	Spring	2007	C
15430	169	1	Spring	2007	C+
15030	169	2	Fall	2002	A+
13290	158	2	Spring	2008	C-
11530	158	2	Spring	2008	B
19450	105	1	Fall	2009	B-
15430	105	1	Fall	2009	A-
13290	105	2	Fall	2002	A-
13290	304	1	Fall	2009	A+
19450	274	1	Fall	2002	B+
11510	274	1	Fall	2002	B+
15430	270	1	Spring	2010	C-
15070	270	1	Spring	2010	C-
13290	270	1	Spring	2010	C+
15070	258	1	Fall	2007	C+
1110	258	1	Fall	2007	C-
11510	239	1	Fall	2006	B-
11510	237	1	Spring	2008	B-
19050	200	2	Fall	2002	C+
16250	200	1	Spring	2007	B+
15030	349	1	Spring	2008	B
16250	345	1	Spring	2008	B-
11530	338	2	Spring	2006	A+
1110	338	2	Spring	2006	C
19050	319	1	Spring	2003	C
13290	319	1	Spring	2003	B-
11530	319	1	Spring	2003	C
15430	313	1	Fall	2010	C+
11530	313	1	Fall	2010	B
1110	313	1	Fall	2010	A-
19450	304	1	Fall	2009	A-
15070	304	1	Fall	2009	C-
16250	400	1	Spring	2007	A+
15030	400	2	Fall	2003	A
1110	400	1	Spring	2007	C+
11510	376	1	Fall	2006	A+
19450	362	3	Spring	2008	A-
16250	362	1	Fall	2005	A
15070	362	1	Fall	2005	B+
15030	362	1	Fall	2005	B+
11510	362	1	Fall	2005	B
15430	352	1	Spring	2006	C+
13290	352	1	Spring	2006	C+
19050	349	1	Spring	2008	B+
1110	443	1	Spring	2010	A-
15070	426	1	Spring	2006	B+
19450	421	1	Fall	2004	C-
11530	421	1	Fall	2004	B
19050	415	1	Fall	2010	B+
15070	415	1	Fall	2010	C-
19450	408	1	Spring	2007	B+
13290	408	1	Spring	2007	A-
19450	401	1	Fall	2003	C+
19050	401	1	Fall	2003	B+
13290	401	1	Fall	2003	C
19450	400	1	Spring	2007	C+
15070	468	2	Fall	2007	A-
19450	457	1	Spring	2001	C
11530	457	1	Spring	2001	B+
19050	445	1	Spring	2001	B
15430	445	1	Spring	2001	C-
15070	445	1	Spring	2001	B-
11530	445	1	Spring	2001	B-
19450	443	2	Spring	2002	B
15430	443	2	Spring	2002	A-
15030	443	2	Spring	2002	A
13290	443	1	Spring	2010	A+
11510	443	2	Spring	2002	A+
15430	493	1	Spring	2010	A
15030	489	1	Fall	2007	B
19450	486	1	Fall	2009	B+
16250	486	1	Fall	2009	A
11510	482	1	Fall	2005	C+
1110	482	1	Fall	2005	C-
16250	476	1	Fall	2010	B
15430	476	1	Fall	2010	C
11530	476	1	Fall	2010	C
19450	468	1	Fall	2005	A-
19050	468	2	Fall	2007	C
15430	468	2	Fall	2007	A+
11530	591	1	Spring	2005	A-
11510	591	1	Spring	2005	C+
1110	581	1	Spring	2005	A
15030	571	1	Spring	2004	A+
13290	571	1	Spring	2004	C
13290	561	1	Fall	2006	B-
1110	561	1	Fall	2006	A
19450	559	1	Fall	2002	A+
15070	559	1	Fall	2002	A-
11510	527	1	Fall	2004	B
11510	496	1	Fall	2001	A-
1110	496	1	Fall	2001	A-
15030	631	1	Spring	2007	B+
16250	629	1	Spring	2003	A-
15030	629	1	Spring	2003	B+
13290	626	1	Fall	2006	A
15030	612	1	Fall	2007	B
1110	612	1	Fall	2007	A-
19050	604	1	Spring	2009	B+
11530	604	1	Spring	2009	B-
11530	603	1	Fall	2003	B-
15070	599	1	Spring	2003	A-
1110	599	1	Spring	2003	C+
15030	591	1	Spring	2005	C+
15030	747	1	Spring	2004	B
1110	747	1	Spring	2004	B
16250	735	2	Spring	2010	A-
1110	735	1	Spring	2003	A-
15070	704	1	Spring	2008	C-
16250	702	1	Spring	2001	A-
15030	702	1	Spring	2001	C+
11530	702	1	Spring	2001	C
1110	694	1	Fall	2002	B+
1110	692	1	Spring	2010	A+
15030	663	1	Spring	2005	C
16250	631	1	Spring	2007	C-
15430	808	1	Fall	2003	A+
13290	808	1	Fall	2003	B-
13290	802	1	Spring	2003	C-
1110	802	1	Spring	2003	A-
19050	793	1	Spring	2002	C+
13290	793	1	Spring	2002	B
11510	791	1	Spring	2006	A+
1110	791	1	Spring	2006	C
15430	748	1	Fall	2003	A-
15070	748	1	Fall	2003	B-
19450	747	1	Spring	2004	C
15430	747	1	Spring	2004	C+
16250	927	1	Fall	2002	A-
13290	893	1	Fall	2007	B
16250	875	1	Spring	2005	C+
13290	875	1	Spring	2005	A-
11530	875	1	Spring	2005	C+
11510	875	1	Spring	2005	B-
19450	867	2	Fall	2010	B-
15070	867	2	Fall	2010	A
13290	864	1	Spring	2006	B-
11530	864	1	Spring	2006	C-
16250	843	1	Fall	2010	B
15430	843	1	Fall	2010	C
15430	972	1	Spring	2009	C+
19450	962	1	Spring	2008	B-
19050	962	1	Spring	2008	B+
11510	962	1	Spring	2008	B+
15070	960	1	Fall	2009	A-
15030	960	2	Fall	2006	B
13290	960	1	Fall	2009	C-
11530	960	1	Fall	2009	B-
1110	960	1	Fall	2009	C
19050	949	1	Fall	2007	C-
16250	949	1	Fall	2007	B-
15430	949	1	Fall	2007	A
19050	991	1	Spring	2008	A
11510	974	1	Fall	2003	C+
1110	974	1	Fall	2003	C+
