0076	105	1	Fall	2009	C-
1018	105	1	Fall	2009	A 
10527	105	1	Fall	2009	B-
10527	105	2	Fall	2002	C-
10556	105	1	Fall	2009	B+
10693	105	2	Fall	2002	A+
107	105	2	Fall	2002	A-
108	105	2	Fall	2002	B+
1080	105	2	Fall	2002	C+
10814	105	1	Fall	2009	C-
10904	105	1	Fall	2009	B+
10904	105	2	Fall	2002	A 
11055	105	2	Fall	2002	B+
11152	105	1	Fall	2009	A+
11195	105	1	Fall	2009	A 
11202	105	1	Fall	2009	C-
11262	105	2	Fall	2002	B+
11455	105	2	Fall	2002	B 
12069	105	1	Fall	2009	A+
12069	105	2	Fall	2002	B+
12078	105	1	Fall	2009	C+
12216	105	1	Fall	2009	A-
12362	105	1	Fall	2009	B 
12563	105	1	Fall	2009	A 
12666	105	1	Fall	2009	A 
12683	105	1	Fall	2009	A-
13211	105	1	Fall	2009	C-
13290	105	2	Fall	2002	A-
13753	105	1	Fall	2009	A 
13757	105	1	Fall	2009	C+
13880	105	1	Fall	2009	A 
13921	105	2	Fall	2002	C+
14023	105	2	Fall	2002	B 
14284	105	2	Fall	2002	B+
14484	105	2	Fall	2002	B-
14829	105	1	Fall	2009	B 
15024	105	1	Fall	2009	B-
15083	105	2	Fall	2002	C 
15283	105	2	Fall	2002	B 
15430	105	1	Fall	2009	A-
15487	105	1	Fall	2009	C+
16057	105	1	Fall	2009	B+
16075	105	2	Fall	2002	C 
16133	105	1	Fall	2009	A 
16453	105	2	Fall	2002	C-
16467	105	1	Fall	2009	B 
16528	105	1	Fall	2009	A+
16528	105	2	Fall	2002	C-
16631	105	2	Fall	2002	B-
16907	105	2	Fall	2002	A 
16969	105	2	Fall	2002	B-
16993	105	1	Fall	2009	B-
17128	105	2	Fall	2002	A+
1737	105	2	Fall	2002	A-
17377	105	1	Fall	2009	C 
17397	105	1	Fall	2009	A+
17607	105	1	Fall	2009	C+
17607	105	2	Fall	2002	A+
17924	105	2	Fall	2002	A+
1812	105	1	Fall	2009	A+
1827	105	1	Fall	2009	B-
18338	105	1	Fall	2009	A-
18554	105	1	Fall	2009	B+
18583	105	2	Fall	2002	B-
19321	105	2	Fall	2002	A 
19450	105	1	Fall	2009	B-
19536	105	1	Fall	2009	A+
19603	105	1	Fall	2009	A 
19638	105	1	Fall	2009	A+
19861	105	1	Fall	2009	A 
19917	105	1	Fall	2009	B+
10076	137	1	Spring	2002	B+
10204	137	1	Spring	2002	C 
11237	137	1	Spring	2002	B-
11455	137	1	Spring	2002	A+
11855	137	1	Spring	2002	B-
12173	137	1	Spring	2002	C+
12236	137	1	Spring	2002	A-
123	137	1	Spring	2002	B+
12326	137	1	Spring	2002	C-
12563	137	1	Spring	2002	A+
12971	137	1	Spring	2002	C+
13365	137	1	Spring	2002	B+
13504	137	1	Spring	2002	C 
13757	137	1	Spring	2002	C+
1402	137	1	Spring	2002	C+
14621	137	1	Spring	2002	A-
14668	137	1	Spring	2002	B-
15083	137	1	Spring	2002	C+
15283	137	1	Spring	2002	B-
15538	137	1	Spring	2002	B 
16075	137	1	Spring	2002	A-
16480	137	1	Spring	2002	B+
16523	137	1	Spring	2002	B-
16528	137	1	Spring	2002	C+
16907	137	1	Spring	2002	A 
16993	137	1	Spring	2002	C 
17339	137	1	Spring	2002	B+
17911	137	1	Spring	2002	C 
17924	137	1	Spring	2002	A+
18338	137	1	Spring	2002	C 
18808	137	1	Spring	2002	C+
19861	137	1	Spring	2002	C+
19917	137	1	Spring	2002	A 
1018	158	1	Fall	2008	A-
10454	158	1	Fall	2008	A 
10917	158	2	Spring	2008	A+
11057	158	1	Fall	2008	B 
11095	158	2	Spring	2008	B 
11201	158	2	Spring	2008	A+
11262	158	1	Fall	2008	C+
11419	158	1	Fall	2008	B 
11441	158	2	Spring	2008	B 
11530	158	2	Spring	2008	B 
11578	158	1	Fall	2008	C-
11966	158	1	Fall	2008	C-
1220	158	1	Fall	2008	A-
