0076	105	1	Fall	2009	C-
1018	105	1	Fall	2009	A
10527	105	1	Fall	2009	B-
10527	105	2	Fall	2002	C-
10556	105	1	Fall	2009	B+
10693	105	2	Fall	2002	A+
107	105	2	Fall	2002	A-
108	105	2	Fall	2002	B+
1080	105	2	Fall	2002	C+
10814	105	1	Fall	2009	C-
10904	105	1	Fall	2009	B+
10904	105	2	Fall	2002	A
11055	105	2	Fall	2002	B+
11152	105	1	Fall	2009	A+
11195	105	1	Fall	2009	A
11202	105	1	Fall	2009	C-
11262	105	2	Fall	2002	B+
11455	105	2	Fall	2002	B
12069	105	1	Fall	2009	A+
12069	105	2	Fall	2002	B+
12078	105	1	Fall	2009	C+
12216	105	1	Fall	2009	A-
12362	105	1	Fall	2009	B
12563	105	1	Fall	2009	A
12666	105	1	Fall	2009	A
