19766	169	1	Spring	2007	B
17676	169	1	Spring	2007	A-
16631	169	2	Fall	2002	A+
16593	169	2	Fall	2002	C+
17676	158	2	Spring	2008	A
13211	158	2	Spring	2008	C
19861	137	1	Spring	2002	C+
10076	137	1	Spring	2002	B+
19861	105	1	Fall	2009	A
16631	105	2	Fall	2002	B-
14484	105	2	Fall	2002	B-
13211	105	1	Fall	2009	C-
16593	242	1	Fall	2009	A+
13211	242	1	Fall	2009	B+
19861	239	1	Fall	2006	C
18740	239	1	Fall	2006	C
17600	239	1	Fall	2006	A
11083	237	2	Fall	2009	B-
10076	237	1	Spring	2008	A-
17600	200	2	Fall	2002	C-
16631	200	1	Spring	2007	A
16593	200	2	Fall	2002	B-
16631	192	1	Fall	2002	A
19861	169	2	Fall	2002	B+
14484	345	1	Spring	2008	B+
18740	338	2	Spring	2006	B
14484	338	1	Spring	2007	B+
11083	338	2	Spring	2006	C-
17676	334	1	Fall	2009	A
16593	334	1	Fall	2009	B
13211	319	1	Spring	2003	A+
16593	313	1	Fall	2010	B+
14484	304	1	Fall	2009	B+
16593	270	1	Spring	2010	A+
19766	258	1	Fall	2007	B+
17600	242	1	Fall	2009	C-
19766	362	3	Spring	2008	B
18740	362	3	Spring	2008	A
18740	362	2	Fall	2006	B-
17600	362	1	Fall	2005	B-
14484	362	3	Spring	2008	C
14484	362	2	Fall	2006	A-
13211	362	2	Fall	2006	C+
16593	352	1	Spring	2006	B-
17600	349	1	Spring	2008	A
16593	349	1	Spring	2008	A
11083	349	1	Spring	2008	C
19861	345	1	Spring	2008	C+
16593	408	1	Spring	2007	C-
14484	408	2	Spring	2003	B
13211	408	2	Spring	2003	B-
17676	401	1	Fall	2003	A-
17676	400	1	Spring	2007	A
11083	400	2	Fall	2003	A-
19766	376	1	Fall	2006	C
19861	366	1	Fall	2005	A+
19766	366	1	Fall	2005	A-
18740	366	1	Fall	2005	B+
19861	362	3	Spring	2008	C
19861	362	2	Fall	2006	B+
19766	461	1	Fall	2002	C+
18740	461	1	Fall	2002	C
17676	457	1	Spring	2001	C-
17676	445	1	Spring	2001	A+
13211	445	1	Spring	2001	C
19766	443	2	Spring	2002	A
18740	443	2	Spring	2002	A
11083	443	1	Spring	2010	B
19766	421	1	Fall	2004	B
18740	415	1	Fall	2010	A+
19861	408	1	Spring	2007	C-
16631	408	2	Spring	2003	A-
14484	496	1	Fall	2001	A
10076	493	1	Spring	2010	B+
16593	486	1	Fall	2009	B+
19766	482	1	Fall	2005	C-
18740	482	1	Fall	2005	A+
16631	482	1	Fall	2005	A+
10076	482	1	Fall	2005	A+
18740	476	1	Fall	2010	A-
17600	476	1	Fall	2010	C-
19766	468	1	Fall	2005	B
17676	468	2	Fall	2007	B-
17600	468	2	Fall	2007	B+
19766	561	1	Fall	2006	C-
14484	561	1	Fall	2006	B
19861	559	1	Fall	2002	C-
19766	559	1	Fall	2002	A
18740	559	1	Fall	2002	C
17676	559	1	Fall	2002	A
16631	559	1	Fall	2002	B+
10076	559	1	Fall	2002	A+
16593	545	1	Fall	2001	C
18740	527	1	Fall	2004	C+
18740	496	1	Fall	2001	C
17676	496	1	Fall	2001	B+
17600	631	1	Spring	2007	A+
16631	631	1	Spring	2007	B-
16631	629	1	Spring	2003	B
11083	629	1	Spring	2003	A-
10076	629	1	Spring	2003	C
14484	626	1	Fall	2006	B+
17600	604	1	Spring	2009	C+
18740	603	1	Fall	2003	A-
16631	599	1	Spring	2003	C
16593	591	1	Spring	2005	C
13211	581	1	Spring	2005	B
13211	571	1	Spring	2004	C
13211	735	1	Spring	2003	A-
10076	704	1	Spring	2008	B+
11083	702	1	Spring	2001	A
10076	696	1	Spring	2002	A-
17600	694	1	Fall	2002	A
14484	694	1	Fall	2002	C
13211	694	1	Fall	2002	C
10076	692	1	Spring	2010	A-
16593	663	1	Spring	2005	B+
10076	663	1	Spring	2005	A
14484	642	1	Fall	2004	B
19766	631	1	Spring	2007	A+
19861	793	1	Spring	2002	A+
13211	793	1	Spring	2002	C
11083	793	1	Spring	2002	A-
19766	791	1	Spring	2006	B
16631	748	1	Fall	2003	A-
10076	747	1	Spring	2004	A+
19861	735	1	Spring	2003	C-
18740	735	2	Spring	2010	B-
17600	735	2	Spring	2010	A
16631	735	1	Spring	2003	A
14484	735	1	Spring	2003	B+
13211	735	2	Spring	2010	C-
16631	959	1	Fall	2006	C+
13211	959	1	Fall	2006	A
17600	949	1	Fall	2007	A+
10076	949	1	Fall	2007	B
19861	927	1	Fall	2002	C+
18740	893	1	Fall	2007	C-
16631	893	1	Fall	2007	B-
13211	893	1	Fall	2007	B
19861	875	1	Spring	2005	B-
18740	867	1	Fall	2006	B+
17676	867	1	Fall	2006	A-
16593	867	1	Fall	2006	A
16631	991	1	Spring	2008	C-
11083	991	1	Spring	2008	C+
19861	974	1	Fall	2003	A
18740	974	1	Fall	2003	C+
17600	974	1	Fall	2003	B+
18740	962	1	Spring	2008	B
17676	962	1	Spring	2008	B+
17600	962	1	Spring	2008	C
10076	962	1	Spring	2008	C+
19766	960	2	Fall	2006	B-
17600	960	1	Fall	2009	B
11083	960	1	Fall	2009	C+
19861	991	1	Spring	2008	B-
